ma_buucuc,ma_cn,ma_quanhuyen,ten_quanhuyen
CLY,TGG,8641,HUYỆN CAI LẬY
CH0408,QNI,,
CH0373,DNG,5574,QUẬN CẨM LỆ
EATH,DLK,6352,HUYỆN KRÔNG NĂNG
HBAGLX,AGG,8810,THÀNH PHỐ LONG XUYÊN
TNA,BDG,8239,THÀNH PHỐ THUẬN AN
HBLACG,LAN,8531,HUYỆN CẦN GIUỘC
CH0807,HNI,,
KDAN,BDG,8246,THÀNH PHỐ DĨ AN
GBN,HNI,1250,QUẬN LONG BIÊN
CH0250,HYN,1613,HUYỆN TIÊN LỮ
POMI,LCI,3334,THÀNH PHỐ LÀO CAI
HBBLVL,BLU,9615,HUYỆN VĨNH LỢI
CH0512,KHA,6510,THÀNH PHỐ NHA TRANG
12010,HNI,,
TGS,HCM,7380,HUYỆN BÌNH CHÁNH
HNI010,HNI,1510,QUẬN HÀ ĐÔNG
HBHNTH,HNI,1240,QUẬN TÂY HỒ
CH0182,SLA,3610,THÀNH PHỐ SƠN LA
OSKTM,KTM,5810,THÀNH PHỐ KON TUM
HBBGBG,BGG,2310,THÀNH PHỐ BẮC GIANG
HDN,BLU,9624,HUYỆN HỒNG DÂN
CH0372,DNG,5533,QUẬN SƠN TRÀ
MHA,LAN,8554,THỊ XÃ KIẾN TƯỜNG
HBTNTB,TNH,8433,THỊ XÃ TRẢNG BÀNG
HBKGGT,KGG,9250,HUYÊN GIANG THÀNH
HUBPNN,HCM,7250,QUẬN PHÚ NHUẬN
HBCBTA,CBG,2771,HUYỆN THẠCH AN
CHTNLD,HNI,1270,QUẬN HOÀNG MAI
BHN,HCM,7360,QUẬN TÂN BÌNH
HBHNHM,HNI,1270,QUẬN HOÀNG MAI
CH0218,HDG,1727,HUYỆN THANH HÀ
CH0161,LCU,,
CH0233,HPG,,
KTNBH,NBH,4310,THÀNH PHỐ NINH BÌNH
HBTNVN,TNN,2532,HUYỆN VÕ NHAI
HBBDPC,BDH,5924,HUYỆN PHÙ CÁT
YMY,HYN,1629,HUYỆN YÊN MỸ
HNI020,HNI,1340,HUYỆN THANH TRÌ
HBNDML,NDH,4239,HUYỆN MỸ LỘC
HBBPHQ,BPC,8341,HUYỆN HỚN QUẢN
HKN,DNG,5557,Liên Chiểu
YMYG,HYN,1629,HUYỆN YÊN MỸ
HBSTCD,STG,9538,HUYỆN CÙ LAO DUNG
TGTO,HCM,7621,THÀNH PHỐ THỦ ĐỨC
HBQNTP,QNM,5620,HUYỆN TIÊN PHƯỚC
LNA,LDG,6743,HUYỆN BẢO LÂM
KTM01,KTM,5810,THÀNH PHỐ KON TUM
DATN,HNI,1310,HUYỆN GIA LÂM
KTHTH,HTH,4810,THÀNH PHỐ HÀ TĨNH
11309,HNI,,
TTTGG,TGG,8634,HUYỆN CHÂU THÀNH
OSLCI,LCI,3334,THÀNH PHỐ LÀO CAI
CH0148,LCI,,
CH0224,HNM,4214,HÀNH PHỐ PHỦ LÝ
HBHNTI,HNI,1340,HUYỆN THANH TRÌ
CH0627,TGG,,
DKGG,DKG,6410,THÀNH PHỐ GIA NGHĨA
HTHTPO,HTH,4810,THÀNH PHỐ HÀ TĨNH
HTAB02,HCM,,
MPU,HCM,7560,QUẬN 7
CH0815,HNI,,
TYN,HNI,1220,QUẬN CẦU GIẤY
PUH,BDG,8210,THÀNH PHỐ THỦ DẦU MỘT
HIA,HPG,1875,QUẬN HẢI AN
HBNANN,NAN,4716,THỊ XÃ THÁI HÒA
SLAG,SLA,3610,THÀNH PHỐ SƠN LA
CH0235,HPG,,
CH0728,KGG,9227,HUYỆN AN MINH
CHGLPP,GLI,6010,THÀNH PHỐ PLEIKU
HBVTBR,VTU,7951,THÀNH PHỐ BÀ RỊA
HBSLML,SLA,3647,HUYỆN MƯỜNG LA
HBCMNC,CMU,9739,HUYỆN NĂM CĂN
HBQNDX,QNM,5627,HUYỆN DUY XUYÊN
CH0719,HUG,9130,THỊ XÃ LONG MỸ
CH0223,HNM,,
CH0500,GLI,,
FFMHCM,FFM,7200,QUẬN THỦ ĐỨC
CHPHL,HNI,1270,QUẬN HOÀNG MAI
CH0459,BDH,,
CH0295,HTH,,
TPO3,HTH,4819,HUYỆN THẠCH HÀ
CRH,KHA,6544,THÀNH PHỐ CAM RANH
NKN,HNI,1510,QUẬN HÀ ĐÔNG
HBKGDD,KGG,9222,HUYỆN PHÚ QUỐC
HBNADL,NAN,4714,HUYỆN ĐÔ LƯƠNG
HBTNSC,TNN,2564,THÀNH PHỐ SÔNG CÔNG
TVHCTH,TVH,9410,THÀNH PHỐ TRÀ VINH
XDU,HCM,7360,QUẬN TÂN BÌNH
TNM,DNI,8110,THÀNH PHỐ BIÊN HÒA
CH0718,HUG,,
CH0166,PHO,,
DVCHC,LOG,7290,QUẬN 12
HNHU,DTP,8721,HUYỆN HỒNG NGỰ
CH0771,VLG,,
TTQU12,HCM,7290,QUẬN 12
DNA,HNI,1510,QUẬN HÀ ĐÔNG
CH0353,THA,,
CH0045,LSN,2468,HUYỆN LỘC BÌNH
HNITHA,HNI,1553,HUYỆN THẠCH THẤT
PDH,HCM,7510,QUẬN 8
KTG,HNI,1200,QUẬN THANH XUÂN
HDGTHA,HDG,1727,HUYỆN THANH HÀ
TGLT,HNI,1150,QUẬN ĐỐNG ĐA
TPM,BDG,8210,THÀNH PHỐ THỦ DẦU MỘT
CH0255,NDH,4242,HUYỆN VỤ BẢN
HBHPVB,HPG,1862,HUYỆN VĨNH BẢO
CH0643,VTU,,
CH0674,BLU,,
TGM,HNI,1270,QUẬN HOÀNG MAI
SHG,HUE,5310,THÀNH PHỐ HUẾ
HBBPBL,BPC,8329,THỊ XÃ BÌNH LONG
HHG,HCM,7400,QUẬN 10
CH0296,HTH,,
CH0396,KTM,,
HNI023,HNI,,
HNI017,HNI,,
HBHNTN,HNI,1585,HUYỆN THƯỜNG TÍN
CH0806,HNI,1100,QUẬN HOÀN KIẾM
CH0076,HCM,7380,HUYỆN BÌNH CHÁNH
HBLCSC,LCI,3316,HUYỆN SI MA CAI
HBKTDH,KTM,5822,HUYỆN ĐẮK HÀ
PUXN,HCM,7580,HUYỆN NHÀ BÈ
LLQN,HNI,1220,QUẬN CẦU GIẤY
HBAGTT,AGG,8843,HUYỆN TRI TÔN
CH0241,HPG,,
HBHNLN,HNI,1270,QUẬN HOÀNG MAI
HBCTBT,CTO,9028,QUẬN BÌNH THỦY
SQU12,LOG,7290,QUẬN 12
CH0491,DLK,6363,HUYỆN EA SÚP
CH0486,DLK,,
CH0186,SLA,,
OSDBN,DBN,,
NNT,HNI,1200,QUẬN THANH XUÂN
TTD,LOG,,
HBGLMY,GLI,6021,HUYỆN MANG YANG
CH0177,SLA,,
DIL,QNM,5647,HUYỆN ĐẠI LỘC
HBDNTG,DNI,8110,THÀNH PHỐ BIÊN HÒA
LHY,HCM,7200,QUẬN THỦ ĐỨC
CH0453,BDH,,
80312,TNH,,
SRY,DNI,8161,HUYỆN CẨM MỸ
TNN,TNN,2510,THÀNH PHỐ THÁI NGUYÊN
DGTN,TNN,2568,THỊ XÃ PHỔ YÊN
TTKVN,LOG,1280,QUẬN BẮC TỪ LIÊM
HBHPAL,HPG,1853,HUYỆN AN LÃO
KSB,HNI,1360,HUYỆN ĐÔNG ANH
DPU,BPC,8315,HUYỆN ĐỒNG PHÚ
VTHG,HNI,1250,QUẬN LONG BIÊN
CBGG,CBG,2710,THÀNH PHỐ CAO BẰNG
CHLCHL,LCI,3334,THÀNH PHỐ LÀO CAI
TTO,HCM,7620,QUẬN BÌNH TÂN
OSHUG,HUG,,
KTPDG,HNI,1250,QUẬN LONG BIÊN
BDE,HNI,1250,QUẬN LONG BIÊN
TCO,QTI,5237,THỊ XÃ QUẢNG TRỊ
FMSALE,FFM,,
NTNM,HNI,1120,QUẬN HAI BÀ TRƯNG
HBQBQN,QBH,5136,HUYỆN QUẢNG NINH
LOGQMH,LOG,,
BCH,HCM,7380,HUYỆN BÌNH CHÁNH
CH0634,TNH,,
TNAN,LAN,8510,THÀNH PHỐ TÂN AN
CH0399,KTM,,
HUGVTY,HUG,9122,HUYỆN VỊ THỦY
COL,DTP,8740,HUYỆN CAO LÃNH
HBHCTL,HCM,7290,QUẬN 12
CH0040,HGG,,
TMPU,HCM,7200,QUẬN THỦ ĐỨC
CH0541,NTN,6636,HUYỆN THUẬN BẮC
OSDTP,DTP,8710,THÀNH PHỐ CAO LÃNH
DUT,BDG,8236,HUYỆN DẦU TIẾNG
CH0406,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
HBHPNQ,HPG,1818,QUẬN NGÔ QUYỀN
CH0258,NDH,,
HBPTCK,PHO,2970,HUYỆN CẨM KHÊ
CH0220,HDG,,
GBT,HNI,1270,QUẬN HOÀNG MAI
MLM,BTN,8028,HUYỆN HÀM THUẬN BẮC
OSQNM,QNM,5638,THÀNH PHỐ HỘI AN
CH0260,NDH,,
CH0057,TNN,2510,THÀNH PHỐ THÁI NGUYÊN
CH0385,HUE,,
TTHMN,HCM,7310,HUYỆN HÓC MÔN
CH0772,VLG,,
CH0174,PHO,,
CH0559,BDG,,
HBHNBE,HNI,1250,QUẬN LONG BIÊN
OSAGG,AGG,,
OSBPC,BPC,8310,THÀNH PHỐ ĐỒNG XOÀI
BPCTTH,BPC,8310,THÀNH PHỐ ĐỒNG XOÀI
CH0530,LDG,6733,HUYỆN ĐỨC TRỌNG
LUI,HNI,1180,QUẬN BA ĐÌNH
HBBPCT,BPC,8333,HUYỆN CHƠN THÀNH
CH0002,BGG,2340,HUYỆN LẠNG GIANG
90206,AGG,,
CH0527,LDG,,
PQLTS,CNTCT,,
HBBNYP,BNH,2214,HUYỆN YÊN PHONG
HBHCQ9,HCM,7150,QUẬN 9
CH0678,CMU,,
CUH,TGG,8634,HUYỆN CHÂU THÀNH
HBHBLN,HBH,3517,HUYỆN LƯƠNG SƠN
BLG,BPC,8329,THỊ XÃ BÌNH LONG
HBQNNT,QNM,5623,HUYỆN NÚI THÀNH
CH0087,HCM,7100,QUẬN 1
HBHCTP,HCM,7600,QUẬN TÂN PHÚ
CH0120,HCM,7200,QUẬN THỦ ĐỨC
D00428,HCM,,
TINTH,HNI,1510,QUẬN HÀ ĐÔNG
NBK,HCM,7380,HUYỆN BÌNH CHÁNH
VPCUQ01,VPC,,
K1DNI,FFM,523,
HCMVNC,HCM,7621,THÀNH PHỐ THỦ ĐỨC
KTMKRY,KTM,5818,HUYỆN KON RẪY
HBNBPL,NBH,4326,HUYỆN NHO QUAN
HBHGHG,HGG,3110,THÀNH PHỐ HÀ GIANG
XHI,HCM,,
THGNT,HCM,,
HBGLCH,GLI,,
NNTN,HNI,1200,QUẬN THANH XUÂN
KMB,HNI,,
KTLAN,LAN,8510,THÀNH PHỐ TÂN AN
VTN,BDG,8223,THỊ XÃ TÂN UYÊN
LSNG,LSN,2410,THÀNH PHỐ LẠNG SƠN
HBQNNG,QNM,5660,huyện Nam Giang
KVMN05,FFM,7380,HUYỆN BÌNH CHÁNH
XNKH,HNI,,
XPU,HUE,,
PCHI,VTU,,
HBDBHCC,DBN,,
HBHTLH,HTH,,
HBHUQD,HUE,,
HBHTTH,HTH,,
HBQTTP,QTI,,
PHTN,NTN,,
BULG,DNI,8110,THÀNH PHỐ BIÊN HÒA
TQTY,HCM,7380,HUYỆN BÌNH CHÁNH
HBLSBG,LSN,2445,HUYỆN BÌNH GIA
HBQNDG,QNM,5655,Huyện Đông Giang
CH0025,CBG,,
HBDNCL,DNG,5574,QUẬN CẨM LỆ
CH0282,TBH,,
MBH,AGG,8810,THÀNH PHỐ LONG XUYÊN
QTPU,HCM,7600,QUẬN TÂN PHÚ
MYD,AGG,8828,HUYỆN CHÂU PHÚ
DBNTTH,DBN,3810,THÀNH PHỐ ĐIỆN BIÊN PHỦ
HCM001,HCM,,
3800,HDG,,
VIT,HUG,9110,THÀNH PHỐ VỊ THANH
HIL,QTI,5238,HUYỆN HẢI LĂNG
DTPG,DTP,8710,THÀNH PHỐ CAO LÃNH
DKGTDC,DKG,6430,HUYỆN TUY ĐỨC
LHX,HCM,7200,QUẬN THỦ ĐỨC
TTCVA,LOG,9028,QUẬN BÌNH THỦY
CHLNM,HNI,1270,QUẬN HOÀNG MAI
FFMDNI,FFM,,
HOT,DNG,5510,QUẬN HẢI CHÂU
HBTHQX,THA,4555,HUYỆN QUẢNG XƯƠNG
SHU,CTO,9036,QUẬN CÁI RĂNG
HBCMCM,CMU,9710,THÀNH PHỐ CÀ MAU
HBNDND,NDH,4210,THÀNH PHỐ NAM ĐỊNH
TTKTDC,LOG,,
CH0162,LCU,,
DVSVTU,VTU,,
HBBDPG,BDG,8228,HUYỆN PHÚ GIÁO
CH0118,HCM,,
XTS,HCM,7310,HUYỆN HÓC MÔN
DAHG,HNI,1360,HUYỆN ĐÔNG ANH
HMC,HNM,4023,THỊ XÃ DUY TIÊN
HBYBVY,YBN,3240,HUYỆN VĂN YÊN
CH0064,TNN,,
HBHNVH,HNI,1270,QUẬN HOÀNG MAI
HBHUPV,HUE,5367,HUYỆN PHÚ VANG
OSBKN,BKN,2610,THÀNH PHỐ BẮC KẠN
HBTNTH,TNH,8410,THÀNH PHỐ TÂY NINH
CHKVKL,HNI,1270,QUẬN HOÀNG MAI
DIX,HNI,1580,HUYỆN PHÚ XUYÊN
LGI,BTN,8046,THỊ XÃ LA GI
CH0711,DTP,,
D00208,HNI,,
HHEANH,HUE,,
HBPTLT,PHO,2929,HUYỆN LÂM THAO
CH0101,HCM,7400,QUẬN 10
HBVLTB,VLG,8917,HUYỆN TAM BÌNH
TQGTHA,TQG,3055,HUYỆN HÀM YÊN
CH0310,NAN,,
TNX,HCM,7310,Huyện Hóc Môn
VPCDTH,VPC,2838,HUYỆN SÔNG LÔ
HBHCPL,HCM,7150,QUẬN 9
CH0019,CBG,,
HBHNTG,HNI,1220,QUẬN CẦU GIẤY
BTU,HCM,7170,QUẬN BÌNH THẠNH
25156,LSN,,
HBDNLK,DNI,8132,THÀNH PHỐ LONG KHÁNH
HBLDDH,LDG,6758,HUYỆN ĐẠ HUOAI
71907,HCM,,
VHPG,LOG,,
CH0524,LDG,6710,THÀNH PHỐ ĐÀ LẠT
CH0027,CBG,,
HBHGLM,HUG,9130,THỊ XÃ LONG MỸ
CH0104,HCM,7510,QUẬN 8
CBG01,CBG,2710,THÀNH PHỐ CAO BẰNG
KTLCU,LCU,3910,THÀNH PHỐ LAI CHÂU
HTPU,DNI,8146,HUYỆN TÂN PHÚ
TIKE,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
BHI,HCM,7400,QUẬN 10
HPC,HCM,7580,HUYỆN NHÀ BÈ
DBN01,DBN,3810,THÀNH PHỐ ĐIỆN BIÊN PHỦ
CHPVC,HCM,7270,QUẬN GÒ VẤP
CH0081,HCM,7170,QUẬN BÌNH THẠNH
HBHBYT,HBH,3548,HUYỆN YÊN THỦY
CH0013,BKN,,
HBHCVL,HCM,7380,HUYỆN BÌNH CHÁNH
BUC,HCM,7360,QUẬN TÂN BÌNH
HBHNDP,HNI,1533,HUYỆN ĐAN PHƯỢNG
CH0378,HUE,5310,THÀNH PHỐ HUẾ
CHNTNP,NTN,6633,HUYỆN NINH PHƯỚC
KXG,TBH,4155,HUYỆN KIẾN XƯƠNG
HNI036,HNI,1280,QUẬN BẮC TỪ LIÊM
CTG,TVH,9410,THÀNH PHỐ TRÀ VINH
HUBSKY,HCM,7600,QUẬN TÂN PHÚ
HBTQTQ,TQG,3010,THÀNH PHỐ TUYÊN QUANG
CH0270,QNH,2075,THỊ XÃ QUẢNG YÊN
HIAG,HPG,1875,QUẬN HẢI AN
CH0691,CTO,,
DGK,HPG,1890,QUẬN DƯƠNG KINH
HBPYSH,PYN,6227,HUYỆN SÔNG HINH
HBQBLT,QBH,5139,HUYỆN LỆ THỦY
HBHCTB,HCM,7360,QUẬN TÂN BÌNH
11712,HNI,,
HUEG,HUE,5310,THÀNH PHỐ HUẾ
HBGLKP,GLI,6060,HUYỆN KRÔNG PA
CH0418,QNI,5735,THỊ XÃ ĐỨC PHỔ
VLH,QTI,5218,HUYỆN VĨNH LINH
CH0488,DLK,,
49115,HUE,,
HBLATU,LAN,8521,HUYỆN TÂN TRỤ
HBDTTB,DTP,8724,HUYỆN THANH BÌNH
BXO,DNI,8164,HUYỆN TRẢNG BOM
HBSLSM,SLA,3668,HUYỆN SÔNG MÃ
CH0143,HBH,,
D00134,DNI,,
CH0078,HCM,7380,HUYỆN BÌNH CHÁNH
BDG001,BDG,,
HBVPPY,VPC,2834,THÀNH PHỐ PHÚC YÊN
THT,HCM,7400,QUẬN 10
CH0297,HTH,,
CH0169,PHO,,
TTI,HNI,1340,HUYỆN THANH TRÌ
CH0496,GLI,6064,HUYỆN ĐĂK PƠ
TTKT1,LOG,1280,QUẬN BẮC TỪ LIÊM
HBKHDK,KHA,6537,HUYỆN DIÊN KHÁNH
CH0069,TQG,,
HBBPDT,BPC,8315,đồng phú
HBBDHA,BDH,5936,HUYỆN HOÀI ÂN
HBYBVC,YBN,3247,HUYỆN VĂN CHẤN
HBQTGL,QTI,5214,HUYỆN GIO LINH
YKH,NBH,4345,HUYỆN YÊN KHÁNH
CIK,CTO,9010,QUẬN NINH KIỀU
CH0695,CTO,,
CH0007,BGG,2353,HUYỆN TÂN YÊN
NCN,CMU,9739,HUYỆN NĂM CĂN
BHD,HNI,1120,QUẬN HAI BÀ TRƯNG
CH0633,TGG,8610,THÀNH PHỐ MỸ THO
HBHYPU,HYN,1616,HUYỆN PHÙ CỪ
HBTGGT,TGG,8624,HUYỆN GÒ CÔNG TÂY
20806,HGG,,
PCT,HNI,1100,QUẬN HOÀN KIẾM
KTPYN,PYN,6210,THÀNH PHỐ TUY HÒA
KQG,VPC,2810,THÀNH PHỐ VĨNH YÊN
LVG,DTP,8728,HUYỆN LAI VUNG
HDT,HNI,1220,QUẬN CẦU GIẤY
DVCBN4,LOG,,
HBHNVG,HNI,1250,QUẬN LONG BIÊN
DGTH,HCM,7310,HUYỆN HÓC MÔN
CH0395,KTM,,
DXN,VTU,7910,THÀNH PHỐ VŨNG TÀU
HBBLGR,BLU,9626,THỊ XÃ GIÁ RAI
CH0254,NDH,4210,THÀNH PHỐ NAM ĐỊNH
BHS,LCI,3310,HUYỆN BẮC HÀ
HBQBMH,QBH,5132,HUYỆN MINH HÓA
LHP,NAN,4610,THÀNH PHỐ VINH
FFMVH,FFM,,
PHCN,CNTCT,,
CH0201,YBN,,
HBHNVT,HNI,1120,QUẬN HAI BÀ TRƯNG
CHTCY,HNI,1120,QUẬN HAI BÀ TRƯNG
CH0471,BTN,,
PPCTT,CNTCT,,
QNISTG,STG,,
CH0316,NAN,,
FFMHNI,FFM,,
HBTVDH,TVH,9440,THỊ XÃ DUYÊN HẢI
CH0268,QNH,,
CH0630,TGG,8649,THỊ XÃ CAI LẬY
HBKHNT,KHA,6510,THÀNH PHỐ NHA TRANG
HBSTMX,STG,9530,HUYỆN MỸ XUYÊN
NONAME,CNTCT,,
BTDG,HCM,7621,THÀNH PHỐ THỦ ĐỨC
THDA,HNI,1420,HUYỆN MÊ LINH
HBDNTP,DNI,8146,HUYỆN TÂN PHÚ
BCN,BKN,2610,THÀNH PHỐ BẮC KẠN
HBDLCM,DLK,6343,HUYỆN CƯ M'GAR
HBHCHM,HCM,7310,HUYỆN HÓC MÔN
LLQ,HCM,7430,QUẬN 11
CH0490,DLK,,
D00339,HBH,,
TAN,HNI,1120,QUẬN HAI BÀ TRƯNG
DSBGG,LOG,,
THI,TBH,4162,HUYỆN TIỀN HẢI
CHHUCC,HUG,9125,HUYỆN CHÂU THÀNH A
BAI,BTE,9333,HUYỆN BA TRI
BGT,PHO,2910,THÀNH PHỐ VIỆT TRÌ
CHHACS,HNI,1561,HUYỆN CHƯƠNG MỸ
CHTPU,HNI,1510,QUẬN HÀ ĐÔNG
QU9,HCM,7150,QUẬN 9
HDGG,HDG,1710,THÀNH PHỐ HẢI DƯƠNG
TGTH,HCM,7621,THÀNH PHỐ THỦ ĐỨC
CH0352,THA,4546,HUYỆN NHƯ THANH
TGD,HNI,1120,QUẬN HAI BÀ TRƯNG
CH0001,BGG,,
PNN,HCM,7250,QUẬN PHÚ NHUẬN
HBHUAH,HUE,5310,THÀNH PHỐ HUẾ
KDV,HCM,7620,QUẬN BÌNH TÂN
TTKDK,LOG,,
CH0413,QNI,,
CH0364,THA,,
76232,DNI,,
HBLADE,LAN,8542,HUYỆN ĐỨC HUỆ
CH0793,HNI,,
TEMR,HNI,1270,QUẬN HOÀNG MAI
HBHGQB,HGG,3131,HUYỆN QUẢN BẠ
TNDC,LAN,8537,HUYỆN ĐỨC HÒA
CH0466,BTN,8046,THỊ XÃ LA GI
HBAGTC,AGG,8834,THỊ XÃ TÂN CHÂU
HNI033,HNI,,
CH0267,QNH,2061,HUYỆN BÌNH LIÊU
KHDN,CNTCT,,
CH0431,QNM,5642,THỊ XÃ ĐIỆN BÀN
CH0688,CTO,9046,HUYỆN CỜ ĐỎ
CH0245,HYN,1610,THÀNH PHỐ HƯNG YÊN
HN02,HNI,1260,QUẬN NAM TỪ LIÊM
HBDBDD,DBN,3820,HUYỆN ĐIỆN BIÊN ĐÔNG
CSN,HNM,4010,THÀNH PHỐ PHỦ LÝ
CH0617,LAN,,
CH0751,STG,,
HHNHDH,HNI,1200,QUẬN THANH XUÂN
CRG,DNG,5510,QUẬN HẢI CHÂU
HBKHCL,KHA,6552,HUYỆN CAM LÂM
QTI,QTI,5210,THÀNH PHỐ ĐÔNG HÀ
CH0093,HCM,7290,QUẬN 12
CH0781,HNI,,
HBHNHC,HNI,1529,HUYỆN HOÀI ĐỨC
CH0391,KTM,5810,THÀNH PHỐ KON TUM
CH0619,LAN,8548,HUYỆN MỘC HÓA
HBBTHT,BTN,8040,HUYỆN HÀM TÂN
NHCH,HCM,,
NMHG,HNI,1360,HUYỆN ĐÔNG ANH
CH0106,HCM,7510,QUẬN 8
TTS,HCM,7400,QUẬN 10
HBHGBM,HGG,3112,HUYỆN BẮC MÊ
HUBTAB,HCM,7360,QUẬN TÂN BÌNH
HBQNQN,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
CH0251,HYN,,
CH0350,THA,,
CH0629,TGG,,
HBTNHT,TNH,8427,THỊ XÃ HÒA THÀNH
HBDLLK,DLK,6374,HUYỆN LẮK
TCTN,VTU,7956,THỊ XÃ PHÚ MỸ
HBHPTL,HPG,1856,HUYỆN TIÊN LÃNG
HBKGKH,KGG,9210,THÀNH PHỐ RẠCH GIÁ
HCMTTH,HCM,7600,QUẬN TÂN PHÚ
GLMG,HNI,1310,HUYỆN GIA LÂM
CH0473,BTN,8037,HUYỆN ĐỨC LINH
CH0454,BDH,,
OSNBH,NBH,4310,THÀNH PHỐ NINH BÌNH
LTHTN,GLI,6010,THÀNH PHỐ PLEIKU
TBHG,TBH,4110,THÀNH PHỐ THÁI BÌNH
HBTGMT,TGG,8610,THÀNH PHỐ MỸ THO
HBLATA,LAN,8510,THÀNH PHỐ TÂN AN
TYA,PYN,6210,THÀNH PHỐ TUY HÒA
HBLCNN,LCU,3924,HUYỆN NẬM NHÙN
HBTHTX,THA,4497,HUYỆN THỌ XUÂN
DHA,LAN,8537,HUYỆN ĐỨC HÒA
HBHGCA,HUG,9125,HUYỆN CHÂU THÀNH A
PHCTH,HCM,7330,HUYỆN CỦ CHI
D00011,BTE,,
QAG,QNI,5710,THÀNH PHỐ QUẢNG NGÃI
HBBTBI,BTE,9333,HUYỆN BA TRI
KGCHO,GLI,6057,HUYỆN KÔNG CHRO
HQU202,HCM,,
CH0327,NBH,,
CH0300,HTH,4884,HUYỆN KỲ ANH
CH0529,LDG,,
NPC,NTN,6633,HUYỆN NINH PHƯỚC
QGVH,DNI,8110,THÀNH PHỐ BIÊN HÒA
HBLDDR,LDG,6760,HUYỆN ĐAM RÔNG
HBDTSD,DTP,8731,THÀNH PHỐ SA ĐÉC
DDE,KHA,6510,THÀNH PHỐ NHA TRANG
CHVTCD,VTU,7953,HUYỆN CHÂU ĐỨC
HTHG,HTH,4810,THÀNH PHỐ HÀ TĨNH
CHNVHB,HCM,7270,QUẬN GÒ VẤP
CH0808,HNI,,
HBHNSS,HNI,1390,HUYỆN SÓC SƠN
CH0335,QBH,5136,HUYỆN QUẢNG NINH
CH0423,QNM,,
CH0018,BKN,,
HBQTDK,QTI,5230,HUYỆN ĐA KRÔNG
CHA,HCM,7360,QUẬN TÂN BÌNH
TN6,CNTCT,,
CH0409,QNI,5735,THỊ XÃ ĐỨC PHỔ
